"biz_rest.business_id" "biz_rest.state" "biz_rest.name" "biz_rest.stars" "biz_rest.longitude" "biz_rest.latitude" "biz_rest.attributes.RestaurantsTakeOut" "biz_rest.attributes.RestaurantsReservations" "biz_rest.attributes.WiFi" "biz_rest.attributes.Caters" "biz_rest.review_count" "biz_rest.hours.Monday" "biz_rest.hours.Tuesday" "biz_rest.hours.Wednesday" "biz_rest.hours.Thursday" "biz_rest.hours.Friday" "biz_rest.hours.Saturday" "biz_rest.hours.Sunday" "num_checkins"
"42252" "DZwR0EIPKlmC3mMLhTkqcQ" "NV" "Stephano's Greek & Mediterranean Grill" 4.5 -115.10386 35.9988269 TRUE FALSE "free" TRUE 392 "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-22:00" "10:30-22:00" "11:00-21:00" 3260
"42254" "DZwXQUa5KGUcJ0y4TO1pFQ" "NV" "Brother's Italian Bistro" 2.5 -115.2499187 36.240299 TRUE FALSE "no" TRUE 67 "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" 35
"42255" "dZwxrQVG-7c7ERQexicOKA" "EDH" "Benes Fish Chip Shop" 4.5 -3.1786568 55.9515398 TRUE FALSE "no" TRUE 26 "16:30-0:00" "16:30-0:00" "16:30-0:00" "16:30-0:00" "16:30-2:00" "16:30-2:00" "16:30-0:00" 31
"42269" "DzZbZR7zgsho_XM6mhOCZg" "AZ" "HG Higher Grounds Roastery and Cafe" 4 -111.7558741 33.3039262 TRUE FALSE "free" TRUE 107 "7:00-14:00" "6:00-15:00" "6:00-15:00" "6:00-16:00" "6:00-16:00" "7:00-14:00" "7:00-14:00" 407
"42270" "DzZOOXfaj9xH-gKCv3fsbQ" "ON" "Galitos Flame Grilled Chicken" 3.5 -79.6463427934 43.575942489 TRUE FALSE "no" FALSE 43 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-0:00" "11:30-0:00" "11:30-22:00" 52
"42272" "E-_5sSD4Ofc8s7I8bMSidA" "ON" "The Habanero Taqueria" 4 -79.6944363926 43.4706290875 TRUE FALSE "no" FALSE 41 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "12:00-21:00" 59
"42277" "E-42EZLp-W-KnDo8tR9-IQ" "PA" "Pizza Roma Pine" 4 -80.0046644 40.6611244 TRUE FALSE "no" FALSE 5 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "12:00-22:00" 1
"42288" "e-cxqDjKEHEcISP2iGcZxg" "AZ" "Blue Martini Lounge" 3.5 -111.963375202 33.6753261878 FALSE FALSE "no" FALSE 279 "16:00-0:00" "16:00-0:00" "16:00-2:00" "16:00-2:00" "16:00-2:00" "16:00-2:00" "16:00-2:00" 1587
"42306" "e-Hw1QkvwM2wN5Wm7p_msw" "AZ" "Old Country Buffet" 2.5 -112.1259291 33.5743434 TRUE FALSE "no" FALSE 60 "11:00-20:30" "11:00-20:30" "11:00-20:30" "11:00-20:30" "11:00-21:00" "8:00-21:00" "8:00-20:30" 98
"42320" "E-pB9yzKnA3kz1cB1zpr6g" "NV" "Millside" 3 -115.115699352 36.2640766828 TRUE FALSE "no" TRUE 32 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 111
"42335" "E-wETrdq1uImd6lX6x8Qxw" "ON" "Little Sheep Mongolian Hot Pot" 3.5 -79.3953229055 43.6532650596 FALSE TRUE "free" FALSE 62 "11:30-23:00" "11:30-23:00" "11:30-23:00" "11:30-23:00" "11:30-23:30" "11:30-23:30" "11:30-23:30" 94
"42336" "e-X1HcALttCuuHtl0wU_gg" "NV" "QDOBA Mexican Eats" 3 -115.209909528 36.1001052614 TRUE FALSE "no" TRUE 52 "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "11:00-22:00" 319
"42343" "e-ZkvfbMZi628OKVcoFOAw" "PA" "Sushi Fuku" 4 -79.95736 40.441662 TRUE FALSE "no" FALSE 123 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" 286
"42347" "E_4qAaFMthmlF4hjLjtolg" "ON" "Borsalino Restaurant & Bar" 3.5 -79.2650568858 43.7881533215 TRUE TRUE "free" TRUE 17 "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-1:00" "11:00-1:00" "11:00-1:00" "11:00-0:00" 18
"42359" "E_cMkVDGE4jpL_ixIxJXUw" "ON" "I Went To Philly" 3 -79.4311594677 43.6996716018 TRUE TRUE "free" TRUE 23 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-0:00" "11:00-1:00" "11:00-1:00" "11:00-22:00" 41
"42360" "E_D3urpBPcSyaNRI34dkfg" "ON" "Eighty8 Family Restaurant" 3.5 -79.3695805774 43.8232804295 TRUE TRUE "free" TRUE 26 "9:00-20:00" "9:00-20:00" "9:00-20:00" "9:00-20:00" "9:00-20:00" "8:00-16:00" "8:00-16:00" 78
"42362" "E_DXCeVllZtHV93hsAIZvw" "AZ" "Tacos Sahuaro" 4.5 -112.0132073 33.4738447 TRUE FALSE "no" FALSE 189 "9:00-22:00" "9:00-22:00" "9:00-22:00" "9:00-22:00" "9:00-23:00" "9:00-23:00" "9:00-23:00" 563
"42364" "E_eIph8IT10Uo06ZdWwoUw" "AZ" "The Handlebar Tempe" 3.5 -111.940287352 33.4239019898 TRUE TRUE "no" FALSE 260 "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" 2049
"42371" "e_ILiIs2pVpskfeL-zFtTw" "ON" "Leña Restaurante" 3 -79.3801688 43.6517906 FALSE TRUE "free" FALSE 98 "8:00-23:00" "8:00-23:00" "8:00-23:00" "8:00-0:00" "8:00-0:00" "10:00-0:00" "10:00-15:00" 95
"42372" "E_jLyf_YuGgMP_rw8tvNSA" "NV" "Niko's Pizza Las Vegas" 4.5 -115.2980195 36.1064328 TRUE TRUE "free" TRUE 90 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" 35
"42376" "E_mRnwhHLuz6tgMBScw1mw" "ON" "Phoenix" 4.5 -79.2099497 43.7461013 TRUE TRUE "no" FALSE 32 "11:30-21:30" "11:30-21:30" "11:30-21:30" "11:30-21:30" "11:30-21:30" "12:00-22:00" "12:00-21:30" 58
"42377" "e_Nf4zAA1KZq80aoy3v8Ng" "OH" "The Brew Kettle" 4 -81.8222864 41.3470912 TRUE TRUE "free" FALSE 271 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-23:00" "11:30-23:00" "11:30-21:00" 938
"42390" "E_scgX9Vws9adbh4i_QJnQ" "EDH" "Phuket Pavilion" 4.5 -3.1856868573 55.9576264869 TRUE TRUE "no" FALSE 54 "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" 47
"42391" "E_sO3D6lGkd_AURPBz8yrw" "NV" "The Auld Dubliner" 3.5 -114.930126753 36.1020303795 TRUE TRUE "no" FALSE 119 "12:00-0:00" "12:00-0:00" "12:00-0:00" "12:00-0:00" "12:00-2:00" "10:00-2:00" "10:00-0:00" 556
"42396" "e_W6Q-qOHcUR5ZKrwvC2qw" "OH" "China Town II" 3 -81.7024474 41.483603 TRUE FALSE "no" FALSE 17 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-0:00" "11:00-0:00" "12:00-23:00" 88
"42402" "e_yxY8iYwK6WDnUSz3v8ng" "OH" "Flour" 3.5 -81.4430982 41.4544622 TRUE TRUE "free" TRUE 131 "17:00-22:00" "17:00-22:00" "17:00-22:00" "17:00-22:00" "17:00-23:00" "17:00-23:00" "10:30-14:00" 351
"42414" "e0CehK0lUWqd530L4-ni3A" "AZ" "Nuevo Burrito" 4 -112.2352285 33.4943452 TRUE FALSE "free" FALSE 22 "9:00-18:00" "9:00-18:00" "9:00-18:00" "9:00-18:00" "9:00-18:00" "9:00-17:00" "9:00-17:00" 29
"42423" "E0HOsxXZ_o6ocemK57BoWA" "NC" "A Piece Of Havana" 3.5 -80.962647 35.116692 TRUE TRUE "no" TRUE 221 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-0:00" "11:00-0:00" "11:00-20:00" 461
"42426" "E0iHvHraTa-t6ka9rYL8uQ" "ON" "Shangri-La Bar & Grill" 4 -79.750748 43.658521 TRUE FALSE "free" TRUE 10 "12:00-1:00" "12:00-1:00" "12:00-1:00" "12:00-1:00" "12:00-1:30" "13:00-1:30" "13:00-1:00" 215
"42428" "e0JOkQYz_cnz91k6X55PLw" "NV" "Sinatra" 4 -115.165432 36.129913 FALSE TRUE "no" FALSE 467 "17:30-22:30" "17:30-22:30" "17:30-22:30" "17:30-22:30" "17:30-22:30" "17:30-22:30" "17:30-22:30" 766
"42432" "e0lS5SoozffJdgEfyuYIhg" "NV" "Avanti Pizza" 4 -115.098870101 36.0333259146 TRUE FALSE "free" TRUE 63 "11:00-20:00" "11:00-20:00" "11:00-20:00" "11:00-20:00" "11:00-21:00" "11:00-21:00" "11:00-20:00" 362
"42441" "E0OKctOhZpUQgwUUBc_RwA" "NV" "The Habit Burger Grill" 4 -115.2070141 36.0334485 TRUE FALSE "no" TRUE 177 "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-23:00" "10:30-23:00" "10:30-22:00" 571
"42457" "E0vZWNBWe-LwdECQFIjnug" "NC" "Boardwalk Billy's Raw Bar And Ribs" 3.5 -80.7496372 35.3106408119 TRUE FALSE "free" FALSE 223 "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "12:00-2:00" 1197
"42459" "E0yFUTLVWvtkONagKYxagg" "PA" "Mac & Toz Alehouse" 3 -80.1125835 40.3584464 TRUE TRUE "free" TRUE 28 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-1:00" "11:00-1:00" "11:00-23:00" 18
"42461" "E0YuuRpK_4RpaUF7JK3mhg" "NV" "Bratalian Neapolitan Cantina" 4 -115.1012173 35.9972557 TRUE TRUE "free" TRUE 182 "17:00-22:30" "17:00-22:30" "8:00-12:00" "8:00-12:00" "17:00-22:30" "17:00-22:30" "17:00-22:00" 304
"42463" "E0ZBxYiCbmkTe3W0CxxEbw" "QC" "Restaurant Santa Lucia" 3.5 -73.573094 45.499007 TRUE TRUE "no" TRUE 50 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "16:00-23:00" "16:00-23:00" 37
"42465" "E0zjBNt4_giYtJqUjugskw" "NV" "Taste of China & Icy Bar" 3.5 -115.224425308 36.1130978745 TRUE FALSE "free" FALSE 28 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" 36
"42468" "e1_gISPV4RpFRjdNHmuodg" "NV" "Coconuts Beach Bar & Mexican Grill" 2.5 -115.1768402 36.0687779 TRUE TRUE "no" FALSE 104 "12:00-21:00" "12:00-21:00" "12:00-21:00" "12:00-3:00" "12:00-2:00" "12:00-4:00" "12:00-21:00" 309
"42474" "e13SEvJud_vgeDR_doL4sQ" "NV" "Hussong's Cantina - Las Vegas" 3.5 -115.176019 36.094254 TRUE TRUE "no" FALSE 561 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" 2221
"42480" "e178giuAicIhb16ymOtiBg" "ON" "R&D Restaurant" 3 -79.3971849 43.6514935 TRUE TRUE "free" FALSE 166 "17:00-22:00" "17:00-22:00" "17:00-22:00" "17:00-22:00" "17:00-23:00" "17:00-23:00" "17:00-22:00" 156
"42485" "e1DfwqDhYQYLKoyHmJu0hQ" "NV" "Wing King" 4.5 -115.2123105 36.2151739 TRUE FALSE "free" TRUE 32 "12:00-0:00" "12:00-0:00" "12:00-0:00" "12:00-0:00" "12:00-0:00" "10:00-0:00" "10:00-0:00" 55
"42494" "e1i5mbYpFV8rQtfqtVwq3w" "AZ" "The Good Egg - Hilton Village" 3.5 -111.924627 33.5266038 TRUE FALSE "free" FALSE 144 "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" 605
"42508" "E1oljAejCOeW53XdUKQuVQ" "NV" "Café Fiesta" 3 -115.0091278 36.0319583 TRUE FALSE "free" FALSE 52 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 187
"42510" "e1qIWEYgYjTJG1zHr4rwxg" "NV" "Burger King" 3 -115.2815636 36.1435859 TRUE FALSE "free" FALSE 34 "6:00-0:00" "6:00-0:00" "6:00-0:00" "6:00-0:00" "6:00-0:00" "6:00-0:00" "7:00-0:00" 190
"42512" "e1RcTvtihmYdf8At7hLgRw" "OH" "JACK Cleveland Casino" 3 -81.692509473 41.4978929169 FALSE FALSE "free" FALSE 236 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 1955
"42535" "E25-2ssHwsajyGtsllMXaA" "AZ" "Mrs White's Golden Rule Cafe" 3.5 -112.0632998 33.4473766 TRUE FALSE "no" FALSE 301 "10:30-19:00" "10:30-19:00" "10:30-19:00" "10:30-19:00" "10:30-19:00" "10:30-19:00" "10:30-19:00" 498
"42539" "e2ApirIzYID9xIye0r_gKQ" "NV" "Farmer Boys" 3 -115.264395378 36.2710127472 TRUE FALSE "free" FALSE 160 "6:00-23:00" "6:00-23:00" "6:00-23:00" "6:00-23:00" "6:00-23:00" "6:00-23:00" "6:00-23:00" 400
"42555" "E2iZCFnfu9Np8lABZKqMLA" "AZ" "King Pin Grill & Pizza" 1.5 -112.0559069 33.5668514 TRUE TRUE "free" FALSE 3 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "10:00-1:00" "10:00-1:00" "11:00-22:00" 16
"42564" "e2ng0CQ69anIawqIKzhtlg" "PA" "Smiling Banana Leaf" 4 -79.9195636 40.4758881 TRUE TRUE "no" TRUE 384 "16:00-21:00" "16:00-21:00" "16:00-21:00" "16:00-21:00" "16:00-22:00" "11:00-22:00" "12:00-21:00" 526
"42571" "e2SP1ZLQI45948rv_sNIUg" "AZ" "Biscuits Cafe" 3.5 -111.8771083 33.3373254 TRUE FALSE "free" FALSE 203 "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "7:00-14:30" 604
"42575" "e2uWs-oYZ2PB4ybr-UhErQ" "NV" "VeggiEAT Xpress" 4.5 -115.135735806 36.120747271 TRUE FALSE "no" TRUE 54 "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" 112
"42578" "E2vRShw8WVt6zfugz-gwPQ" "ON" "Chatterpaul's" 4 -78.954764 43.9069794 TRUE TRUE "free" TRUE 38 "11:30-21:00" "11:30-21:00" "23:00-0:00" "11:30-21:00" "11:30-22:00" "15:00-22:00" "16:00-21:00" 59
"42593" "E35tgfjzj5P5PV_w7Kgu8w" "NV" "Wildburger" 4 -115.191902161 36.1939353943 TRUE FALSE "no" FALSE 16 "0:00-12:00" "0:00-12:00" "0:00-12:00" "0:00-12:00" "0:00-12:00" "0:00-12:00" "0:00-12:00" 63
"42598" "e3B8xTCLvPR1jZWkoCjuUA" "AZ" "Chipotle Mexican Grill" 3.5 -112.074616714 33.4479482627 TRUE FALSE "no" TRUE 58 "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" 728
"42603" "E3BTs8yFlVbZd20TknY00A" "NC" "Jim 'N Nick's Bar-B-Q" 4 -80.9898836505 35.1050414819 TRUE FALSE "free" TRUE 236 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-22:00" "11:00-22:00" "11:00-21:00" 657
"42622" "E3JyyBNcZD9re_yiVOgaVg" "ON" "Green Basil Restaurant" 3.5 -79.298099 43.6704688 TRUE TRUE "no" FALSE 42 "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-22:00" "11:00-22:00" "11:00-21:30" 144
"42643" "E3X8OaMYJckk4LJGd-Wd4w" "ON" "Morning Glory Cafe" 3.5 -79.3610507 43.6538844 TRUE FALSE "no" FALSE 65 "8:30-15:00" "8:30-15:00" "8:30-15:00" "8:30-15:00" "8:30-15:00" "9:00-15:00" "9:00-15:00" 92
"42652" "e41TP5cXZqSrz50xCBJqZw" "ON" "Insomnia Restaurant & Lounge" 4 -79.4108515895 43.6651314099 TRUE TRUE "free" TRUE 645 "10:00-2:00" "10:00-2:00" "10:00-2:00" "10:00-2:00" "10:00-2:00" "9:00-2:00" "9:00-2:00" 1858
"42667" "e4DWxBtNzA4wcrtCoH6upw" "QC" "Ristorante Corneli" 3.5 -73.6124968529 45.5321389972 TRUE TRUE "no" FALSE 26 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-22:00" 43
"42683" "E4JyAzB5_2quptwtemyhYA" "AZ" "Original Breakfast House" 4.5 -112.012835966 33.6108041847 FALSE FALSE "no" TRUE 954 "6:30-14:00" "6:30-14:00" "6:30-14:00" "6:30-14:00" "6:30-14:00" "6:30-14:00" "6:30-14:00" 2313
"42691" "e4oidJPcu__3B7RMZA85qQ" "AZ" "Asian Buffet" 3 -111.585660093 33.1782234099 TRUE FALSE "free" TRUE 72 "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-21:30" 48
"42692" "E4POatW_bg-T0MzD4DuLeg" "AZ" "Federicos Mexican Food" 3.5 -112.0135584 33.5844354 TRUE FALSE "no" TRUE 38 "7:00-7:00" "7:00-7:00" "7:00-7:00" "7:00-7:00" "7:00-7:00" "7:00-7:00" "7:00-7:00" 95
"42694" "e4qQlNEop42LoFBwv71dVw" "AZ" "Ruth's Chris Steak House" 4 -111.9239084 33.5393489 TRUE TRUE "no" FALSE 303 "17:00-22:00" "17:00-22:00" "17:00-22:00" "17:00-22:00" "17:00-22:30" "17:00-22:30" "16:30-21:30" 651
"42716" "E50mr3xobsahb77IBRwVTQ" "OH" "Clifton Martini & Wine Bar" 3.5 -81.7572183 41.4851348 TRUE TRUE "no" FALSE 69 "16:00-0:00" "16:00-0:00" "16:00-0:00" "16:00-0:00" "16:00-2:30" "17:00-2:30" "16:00-23:00" 214
"42726" "e55f_t6nVzsgvBjLldAMtw" "AZ" "Paradise Bakery & Cafe" 3.5 -111.927036713 33.49473486 TRUE FALSE "free" TRUE 68 "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-20:00" 1569
"42728" "E58e6-o5SVlyaIRLVlOeCg" "ON" "North 44 Restaurant" 4 -79.3992905 43.7130402 FALSE TRUE "no" TRUE 77 "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" 65
"42731" "e59uNE07Gf-yrIl4rX3KZw" "ON" "Bareburger" 4 -79.3841428 43.6556244 TRUE TRUE "free" TRUE 262 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-22:00" 386
"42750" "E5is30w824GVlsGMs1R3NQ" "BW" "Palast der Republik" 4 9.177286 48.7804847 FALSE FALSE "no" FALSE 50 "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-3:00" "11:00-3:00" "15:00-2:00" 30
"42755" "e5lUODtid2iv9Ei2gkqRBw" "QC" "Mario Et David Di Burger" 2.5 -73.7301729 45.367381 TRUE FALSE "no" TRUE 6 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" 2
"42758" "e5maG90XWT2pYqkfbxIdIQ" "AZ" "Wonderful Wanda's" 3.5 -111.951572 33.3048269 TRUE FALSE "no" FALSE 103 "7:00-13:00" "7:00-13:00" "7:00-13:00" "7:00-13:00" "7:00-13:00" "7:00-13:00" "7:00-13:00" 289
"42764" "E5NLn9XVFeMrA8bTcPiQgw" "ON" "Chuck's Roadhouse Bar And Grill" 3 -79.4488033512 44.018597645 TRUE TRUE "free" TRUE 12 "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-1:00" "11:00-1:00" "11:00-0:00" 29
"42769" "e5S5E2iGFs0fU1XMPmhWBw" "AZ" "The Chicken Scoop" 4 -111.9210712 33.6355578 TRUE FALSE "free" TRUE 111 "7:00-19:00" "7:00-19:00" "7:00-19:00" "7:00-19:00" "7:00-19:00" "8:00-19:00" "8:00-14:00" 150
"42789" "E60s6EXdPhet5FKJfA_YVQ" "OH" "New Heights Grill" 4 -81.5655791759 41.499441587 TRUE FALSE "free" FALSE 37 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "12:00-22:00" 110
"42790" "E61BFeXifxFdOcq49ZCLRA" "PA" "Patron Mexican Grill" 3.5 -79.8811700195 40.488226122 TRUE TRUE "no" TRUE 34 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "12:00-22:30" "12:00-21:00" 47
"42794" "E62l6LwZJ7lKaExcUbrtYw" "NV" "Hikari" 4 -115.2613745 36.1129308 TRUE TRUE "free" FALSE 539 "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" 1648
"42801" "E67gGK8yOn9kkNzx8FzQKA" "NV" "Buffalo Wild Wings" 3 -115.3142768 36.1120909 TRUE FALSE "free" TRUE 255 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 2695
"42806" "e6abKOxJ2CyEwXLq2tI-yQ" "PA" "Hough's" 4 -79.9403305054 40.4262619019 TRUE FALSE "no" TRUE 155 "16:00-0:00" "16:00-0:00" "16:00-0:00" "16:00-0:00" "16:00-2:00" "11:00-2:00" "10:00-20:00" 513
"42816" "e6d50rwRTU-fONeSBJmOHQ" "AZ" "Clever Koi" 4 -111.790853094 33.356623887 TRUE TRUE "free" TRUE 103 "14:00-21:00" "14:00-21:00" "14:00-21:00" "14:00-21:00" "14:00-23:00" "11:00-23:00" "11:00-21:00" 172
"42822" "e6g-8RB8DcxUSZaPX6J2Vg" "ON" "Taco Bell" 1.5 -79.750311 43.69552 TRUE FALSE "no" FALSE 3 "9:00-0:00" "9:00-0:00" "9:00-0:00" "9:00-0:00" "9:00-0:00" "9:00-0:00" "9:00-0:00" 3
"42837" "E6Ne9ok_tHvZIeOdWeh40w" "AZ" "Teakwoods Tavern & Grill" 4 -112.021248 33.496155 TRUE TRUE "free" FALSE 83 "11:00-1:00" "11:00-1:00" "11:00-1:00" "11:00-1:00" "11:00-2:00" "11:00-2:00" "11:00-1:00" 400
"42842" "E6P0_-D1PG5qw_bxoYkIFA" "NC" "Nonna's Pizza and Restaurant" 4 -80.6616424 35.3974556 TRUE FALSE "no" TRUE 23 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-22:00" "11:00-20:00" 14
"42844" "E6QAh8UPRo6Tlg6hkcWCHw" "IL" "Bombay Indian Grill" 3.5 -88.233544 40.110474 TRUE FALSE "no" FALSE 84 "17:00-21:30" "17:00-21:30" "17:00-21:30" "17:00-21:30" "17:00-22:00" "17:00-22:00" "17:00-21:00" 105
"42849" "E6tGAYZ2J1EIwCDHtVI1yg" "AZ" "HD Asian Bistro" 3.5 -111.7207418 33.608828 TRUE FALSE "no" TRUE 37 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "16:00-21:00" 13
"42852" "e6UDJBEIoXBbnXtdwkqIGA" "ON" "Hot Star Large Fried Chicken" 3.5 -79.3822447 43.6588052 TRUE FALSE "no" FALSE 182 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" 272
"42854" "E6VoYfE4YDQueOHYpdyQaQ" "NV" "Empire Bagels" 3 -115.298175927 36.0772861605 TRUE FALSE "no" TRUE 79 "6:30-16:30" "6:30-16:30" "6:30-16:30" "6:30-16:30" "6:30-16:30" "7:30-15:30" "7:30-15:30" 315
"42860" "E6ZQcz49HADpQh2b7GNgrw" "ON" "Nando's" 2.5 -79.2539432 43.853368 TRUE TRUE "no" FALSE 60 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-23:00" "12:00-23:00" "12:00-22:00" 75
"42870" "E768vU_Q4M1lCRDAYiN4iw" "PA" "KFC" 3.5 -79.6802 40.4267 TRUE FALSE "free" TRUE 3 "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-21:00" 9
"42875" "e79I3sSDUCrsfpKPvwnAsg" "NC" "Chili's" 2.5 -80.7795737 35.0956421 TRUE TRUE "free" TRUE 27 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-0:00" "11:00-0:00" "11:00-23:00" 116
"42880" "e7bcP2P8WO0NFe1DjjoYQA" "AZ" "The Horny Toad" 3 -111.9352613 33.8333331 TRUE TRUE "free" FALSE 164 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-22:00" 302
"42882" "e7byM17cm_J9ulGHD7Fbdw" "NV" "Greens & Grill" 3.5 -115.17400131 36.1616500028 TRUE FALSE "free" TRUE 29 "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" 33
"42890" "e7hLWm0qh_2b__dLx49r9g" "ON" "The Maids' Cottage" 4.5 -79.4572518 44.0530859 TRUE TRUE "no" TRUE 28 "7:30-18:00" "7:30-18:00" "7:30-18:00" "7:30-18:00" "7:30-18:00" "7:30-17:00" "12:00-17:00" 37
"42896" "e7M2GgkCfDYTxdPN1LL1sQ" "PA" "Wai Wai Chinese Cuisine" 3.5 -79.9491655 40.4620394 TRUE FALSE "no" TRUE 108 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "12:00-22:00" 122
"42898" "e7N0AW-sKkJmRIpEovxBAg" "NV" "Aces & Ales" 4 -115.249689339 36.2111233966 TRUE TRUE "free" TRUE 344 "6:00-6:00" "6:00-6:00" "6:00-6:00" "6:00-6:00" "6:00-6:00" "6:00-6:00" "6:00-6:00" 2006
"42909" "E7s0QreUJ2H9r0Ls1yDeiQ" "EDH" "David Bann" 4 -3.1832812483 55.9495128423 FALSE TRUE "no" FALSE 113 "12:00-22:00" "12:00-22:00" "12:00-22:00" "12:00-22:00" "12:00-1:00" "11:00-1:00" "11:00-22:00" 101
"42914" "E7TOyAtKL06CJp8SSM9WXg" "PA" "Burger King" 2.5 -79.7788754325 40.36786376 TRUE FALSE "no" FALSE 6 "6:00-0:00" "6:00-0:00" "6:00-0:00" "6:00-0:00" "6:00-0:00" "6:00-0:00" "7:00-0:00" 7
